# Constructed from biom file																																													
#OTU ID	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d16_1	d16_2	d16_3	d16_4	d16_5	d16_6	d2_1	d2_2	d2_3	d2_4	d2_5	d2_6	d4_1	d4_2	d4_3	d4_4	d4_5	d4_6	d8_1	d8_2	d8_3	d8_4	d8_5	d8_6	donor	food1	food2	m1	m2	m3	m4	m5	m6
af23077d7e03b497ec2eef7c2e461fea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	4	2	0	0
f10565f1854273f63f70f0e575022221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	78	0	0	8	0	0	0	0	0	0	0	0
270c02c443f57e4ee1f5eb46a273cfb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	7	0	0
32e17f5e15f23c67232cefb2897c456e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	24	0
6966fb5df58d1e056e3bb35470146347	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	13	0	0	20	0	0	34	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
3532ac51796f2d1407f967e99e1bcfe4	0	0	0	0	0	0	0	4	0	0	0	0	0	31	0	0	0	0	0	29	0	0	0	0	0	0	0	0	6	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
e455569a5360e822f50475a137e18b34	0	0	0	44	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
0fdca835556e3c49ce3376894f7471b9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	28
bbc9aa0bea55eee8972396a4f1802d30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	8	3	0
8217f80648fd36342f255dd9c09837ea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	20	11	0
5e9aee4ad1c467514f629b626cca7c6e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0
401105e9201fba8ff3b8c72892897e3b	0	0	0	18	7	0	0	0	0	7	0	0	17	6	0	0	0	0	0	0	0	4	8	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
195cdd086a4a1c4d52778bc92bdfe84f	0	0	0	0	0	42	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123a70858655f7a1be88bab60bf7f460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	11	0	0
2d0cb29ced89592a42ee790285d650ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	5	1	0
f33219b26cab3223fc3bb48c65d342f7	0	6	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a0051af30ab3d6083e5aee9f36373d4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	26	0	0	0	0	0	0
9e682edd3771ceb4716919aeb46c0a9c	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
e6fee071ce0f52ca6d7db2719b2767cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0
0e811dd0def4b5e8728c273a283e54f0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	37	0	0	0	0	0	19	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
9fd02562bffca23e193c053dcdba610a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	16	0	0	15	0	0	0	0	0	0	0	0
4d398057a6296d6a5108d32274cd8426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	56	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
9e5db6dce66a4591914f4798c7f48a09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0
3b94e2ea0894c154782a2c84b887a6af	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	41
8206f051151345b4c013961fd1b77337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	10	0
4093cb243a8ee947f26388dd2327cd5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	28	0	0	0	0	5	0	0	0
d7c19ff196e486fde03ddec914a96bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	4	0	0	57	16	0	0	0	0	0	0	0	0	0	0	0	0
8ae6a55ef207991643515a43ab722650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0
7bf20264511b0638769a41e48480b6c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
4d675ebc1622b1c8683c6955334aaba8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	21	0
5cbcdae0fbe6f80d0e5b3ce62f04d216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	15	0
1393ea8d6648ae9b70b98a57fe95b4fe	0	0	0	35	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	7	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
65076a2d43ec00494bbfeaa35268a239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	52	0	0	0	0	0	20	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
99cb929d4f9a5594171478e403b9d4a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	20	20	8	0	0	0
b8ea85cd8799289e751c579f0cb3a5be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	26	0
de35b35f112a7ebffeb7e2093b0034b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	11	0
9baee9d43b753e43df54ac50d4ba8803	0	0	0	15	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
30614a4757decf06105a3e58127296bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	12	0	0	0	0	3	0	10	0
b798ebc016fcfc4b1a35bd3ae92867c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	4	6	6	0
b2eaed9555206bc2aae743714ed779f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
b50f4620b8da8a0574be89ce510cadee	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57127dcaf7c3b56688364a35c1e82048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	26	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
0f019e0098c001dcd3bbd762fc0af1bf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	12
06ada3637eec89d716e4582b7c10d8c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0
1101c0d4f629f1296792bd6769f9f4a1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
fc197e5282651d7a0fcb9bf1b1ca6673	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	3	0	0	0	0	0	7	6	0	0	0	0	3	0	0	23	0	0	0	0	0	0	0	0
db4a819e532ce097b5ec8da2ea039007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	34	0	0	0	0	0	0	0	0
692b6554d9fa33d8549d20f203a29d70	0	0	0	0	0	0	0	0	0	7	0	0	0	0	26	0	12	0	0	0	0	18	0	0	0	0	0	14	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
411e7eb2d19f7f7ef95cf117f002e6d3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	6	11	0
a1b238068b51ef50b37b8a06b5327ea0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	19	0
8b21d621c67e27f3e682d4520e51c68f	0	0	12	0	0	0	0	0	11	0	0	0	31	2	0	0	0	0	0	0	0	0	0	0	3	0	18	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
5f71476a1b7f8d7e1445bf701cb495cb	0	0	0	4	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	3	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0
4a9b79e2e6a9339ec33e5ec8eecbc9ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0
1b9b94947fc419d1feba4e16146e41a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	3	0
84d1f47e684b81862a580b6903995bea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	1	2	0
97082ec9706a0246e7c47c52444ae37b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	16	0
5e13e8a318bf79c99913d3419c9ed4c0	24	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95ebc6ddac8a7fd6a827bf7be220005f	8	0	0	5	0	9	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	17	4	0	0	10	0	8	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0
83808472efeaf5d445fd6fb3aea24e1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
690d0e7a8e3272f95b4f71f46c42f456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	10	0	6	0	0	0	0	0	0	0	0
918a334bfc081fa22f10c348ce611a4f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
8910a7c7db2f0c9c31ad7cf19c9acdde	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	8	0
827ba34d67596fe7c78cf6f59394ff83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	4	15	0
53f11d62a3ef697d6f43251ea8c75401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	27	14	0
5c77e61be805bf44115033c737b82aa7	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
8220a4450461dc807762bb8e95a133e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	17	0
ce777ba0e8ed27deb05f213b401cd88a	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	26	0	20	0	0	0	0	0	0	0	0	0	0
58a131f15cff7547b233159ce7daa169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	3	0
00d88827c080e1b287d33113691560a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	21	0
31b15e7eb354ee9ffe061a4521af79b4	0	0	0	10	15	0	0	0	1	0	5	0	0	0	3	0	14	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	8	0	11	0	0	0	0	0	0	0	0	0	0
7641699b6c9d5c4dc56b4a537f694c42	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	11	0	0
004a489406ea38553139bcf62060c6d8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	3	0	0	11
93972e2ed5fcdc34f6013b2677cbb4b7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0
0f3d37793019f12037e8a50ee42eaf3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	52	0	0	3	11
79ff343658d0187c5aee69ee5599a603	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	31	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0
51f943036d57c0041abe383c86012e73	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e8eb5f8e5479a8e86178e875bcd26cf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	7	3	0	0
ceb5bc8361a0312fc263395e33583b40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	12	0
67748f15d9424582ceec7b538d9c46a7	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
9b2fba2e9ea075bae41980e4fc9f477d	1	3	0	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7927cafced8b943a0096e37864b7f260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e3821a48ac6c654cbda18e16910251d6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
81759a4a88c3326822d12a358d71cd32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	6	0	5	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
15c8b600d806e78ff092b13e11babfc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	18	0
4bdb1cdf60f19000714c4dfaef0051c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
cf78a20575048aacd24f0a72802ac89f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	22	22	3	0	0	19
874c29a7976fe2f8894c2352573df0ab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	23	0
dd4bd1a6607a5f055a09808ffd9183fe	0	0	0	27	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42da22007f00ee5625a5791c344ce2ea	0	0	0	9	0	0	0	0	0	24	0	0	0	0	0	13	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
f5477170cd4b9b32ed5455a8596fdbc0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
2dd2171c6d176125fe578f125b5164c3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	48	0	0	0	0	0	0
d376135bda7a15f18545b8ef31f884bb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	15	0
0c664ece13eeec5ba38336c5397b041e	0	0	0	9	0	0	0	2	7	0	0	0	10	4	0	0	0	0	1	2	3	0	1	0	8	0	1	0	5	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2d2975d022691c3de13330f9e19278ff	0	0	1	0	0	0	0	0	25	0	0	0	6	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
f7c8c1369ef115a5e062c6a46312f713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
460da652a62aa3088ed974f271642571	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7791013fc67d67ecd808c8b54b520d5c	0	0	0	34	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5dc7242c378c3eaec2b2c62da26660d4	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	7	0	0	0	0	0	5	0	0	15	0	0	0	0	0	0	0	0
cf05246a3304e6fe68e53dd4310c6bf2	0	0	0	2	0	0	0	0	0	1	0	0	0	6	0	37	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0
99c4be653f42e0adf7de8b5434e72083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
35667da6f696b207366673a17fbcfb3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	18	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0
936fd2d61e2b9dc8d24b43ccccdec0fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	18	0	10	0	22
94f98e50dd4cbdc541006de48fbff9b8	0	0	0	17	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ab5cb0d7d92322d6374718aa9e7e1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
c5134e6fd4e1f36dc98ce6608283e6c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	41	0	0	6	0
26cffc6007d2dd09c2bdc855311e3adf	0	0	0	54	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
794836bb28b2c2075600ffda321eefc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
8982474f64ed2fa8aae545c7519803aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	9	8	0
fa096682bf3dfbd66f29367ba6d5fe43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	45	0	0	3	0
c5a6b44a6e57fb4cd40194b455b4fd3e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	17	0
2d114c5de6d737a72a33aceadf91ce7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	14	0
61db3b0932536f1984c2b3689b7df123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	8	8	8	4	0	0
cf850057883afab03cef8665c935e50f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	9	4	16	0
8462b70274d31da300e065f26c388083	14	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f1eb3ae11bd18bea528af79076fea721	0	0	0	10	0	0	0	0	0	14	0	0	0	0	0	0	22	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
cf6f71fe1ef4f44ca6a841c42dab39c6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	29	0	0	0	0	0	0	0	0
bf829edbd9f55165ffd9eb9f1444b6c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2	7	0
2871134ac9f65ce3a4579f39e7f2dae9	0	0	0	0	0	7	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1e8f590fd9c9fe59377d95bd84f6eeb4	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	35	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5995d161e4cde119785aa82bb0fecb02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28	0	0	2	5
14f7eb0eb8b9c42751bfe395c241dbeb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	17	17	0
593a4d589740d37ca194dea00913c907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	9	0
d2f0cfa5699db3761e6759f82c79ea5f	0	0	0	0	0	0	19	0	0	7	0	0	0	0	0	0	0	0	9	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
